m/z,Intensity,Time
2000.0000000000005, 966.3539216688823, 25.266035413573313
2000.2545049799983, 967.3867471111564, 25.267635413573313
2000.5090262785839, 968.5917101271433, 25.269235413573313
2000.7635638957572, 967.8724818488597, 25.270835413573312
2001.0181178315188, 970.6539523468658, 25.272435413573312
2001.2726880858677, 975.1772505709515, 25.274035413573312
2001.5272746588046, 978.3830998397927, 25.275635413573312
2001.7818775503292, 980.6600879435525, 25.27723541357331
2002.0364967604417, 985.4219927054572, 25.27883541357331
2002.2911322891418, 988.0330299621638, 25.28043541357331
2002.5457841364298, 985.713433548079, 25.28203541357331
2002.8004523023058, 978.272318232948, 25.28363541357331
2003.0551367867695, 974.7852541159627, 25.28523541357331
2003.3098375898205, 969.9636977196033, 25.28683541357331
2003.56455471146, 966.7544397859359, 25.28843541357331
2003.819288151687, 963.5519991819206, 25.29003541357331
2004.074037910502, 966.161332106214, 25.29163541357331
2004.3288039879046, 970.3335378532228, 25.29323541357331
2004.5835863838952, 974.6489075229232, 25.29483541357331
2004.8383850984735, 974.3131540375634, 25.29643541357331
2005.0932001316396, 973.4541705014145, 25.29803541357331
2005.3480314833935, 970.3318335208098, 25.29963541357331
2005.602879153735, 968.4332072127348, 25.30123541357331
2005.8577431426647, 965.5153901216894, 25.30283541357331
2006.1126234501821, 969.4353546715749, 25.30443541357331
2006.3675200762873, 976.7742100419265, 25.30603541357331
2006.6224330209802, 986.5332174387293, 25.30763541357331
2006.877362284261, 995.3923373214714, 25.309235413573308
2007.1323078661296, 1003.5407505879946, 25.310835413573308
2007.3872697665859, 1013.0219518014794, 25.312435413573308
2007.64224798563, 1017.6935269454955, 25.314035413573308
2007.897242523262, 1019.191635136517, 25.315635413573307
2008.1522533794819, 1020.8124552612744, 25.317235413573307
2008.4072805542894, 1020.4392064628289, 25.318835413573307
2008.6623240476847, 1022.029348604152, 25.320435413573307
2008.917383859668, 1024.0609128404406, 25.322035413573307
2009.172459990239, 1025.4652827487473, 25.323635413573307
