m/z,Intensity,Time
1999.9999999999998, 1087.774584995058, 25.263156524402742
2000.2543757721946, 1082.8899682994174, 25.264756524402742
2000.5087678769871, 1077.768449398371, 25.26635652440274
2000.7631763143777, 1074.5472611378127, 25.26795652440274
2001.0176010843657, 1074.3989842178823, 25.26955652440274
2001.272042186952, 1074.956300916931, 25.27115652440274
2001.5264996221358, 1068.58550635716, 25.27275652440274
2001.780973389917, 1065.3745440910798, 25.27435652440274
2002.035463490297, 1063.3157105361834, 25.27595652440274
2002.2899699232742, 1060.162695572145, 25.27755652440274
2002.5444926888495, 1060.9296451579924, 25.27915652440274
2002.7990317870224, 1065.8875481473913, 25.28075652440274
2003.0535872177934, 1073.8161025326385, 25.28235652440274
2003.3081589811623, 1078.574598629717, 25.28395652440274
2003.5627470771287, 1083.6910045335246, 25.28555652440274
2003.8173515056933, 1087.8615059481208, 25.28715652440274
2004.0719722668553, 1089.129529263388, 25.28875652440274
2004.3266093606155, 1090.182806694618, 25.29035652440274
2004.5812627869732, 1094.6225926304667, 25.29195652440274
2004.835932545929, 1097.8523025530903, 25.29355652440274
2005.0906186374825, 1100.2417765961075, 25.29515652440274
2005.3453210616337, 1097.654599993183, 25.29675652440274
2005.6000398183833, 1095.5753144493306, 25.298356524402738
2005.85477490773, 1093.4789855813483, 25.299956524402738
2006.1095263296752, 1089.5368647100936, 25.301556524402738
2006.3642940842176, 1089.9220438354303, 25.303156524402738
2006.6190781713585, 1095.4099942052706, 25.304756524402737
2006.873878591097, 1102.8170228721417, 25.306356524402737
2007.128695343433, 1112.0272352319603, 25.307956524402737
2007.3835284283673, 1115.638715615094, 25.309556524402737
2007.638377845899, 1115.5569076592706, 25.311156524402737
2007.8932435960287, 1114.3246753246756, 25.312756524402737
2008.148125678756, 1109.0753314926546, 25.314356524402736
2008.4030240940817, 1101.6802331526746, 25.315956524402736
2008.6579388420048, 1094.9532331185878, 25.317556524402736
2008.912869922526, 1090.0243037802095, 25.319156524402736
2009.1678173356452, 1091.331526740976, 25.320756524402736
2009.4227810813616, 1094.7078092511165, 25.322356524402736
2009.6777611596765, 1101.591607867199, 25.323956524402735
2009.9327575705886, 1113.2884412175754, 25.325556524402735
2010.187770314099, 1126.7867539284869, 25.327156524402735
2010.442799390207, 1137.9688788901392, 25.328756524402735
2010.697844798913, 1148.0892047584966, 25.330356524402735
2010.9529065402169, 1154.8605174353213, 25.331956524402734
2011.2079846141182, 1166.0733203804073, 25.333556524402734
2011.463079020618, 1177.0151344718279, 25.335156524402734
2011.718189759715, 1186.5065616797901, 25.336756524402734
2011.9733168314103, 1196.6660871936465, 25.338356524402734
2012.2284602357029, 1209.1605481133042, 25.339956524402734
2012.483619972594, 1216.7328970242359, 25.341556524402733
2012.7387960420826, 1223.3968367590421, 25.343156524402733
2012.993988444169, 1228.857517810274, 25.344756524402733
2013.2491971788534, 1234.6011180420633, 25.346356524402733
2013.5044222461352, 1234.3488768449404, 25.347956524402733
2013.7596636460153, 1227.8928656645196, 25.349556524402733
2014.014921378493, 1218.188396904933, 25.351156524402732
2014.2701954435684, 1208.1618093192901, 25.352756524402732
2014.5254858412422, 1192.4614991307908, 25.354356524402732
2014.7807925715133, 1179.994307529741, 25.355956524402732
2015.0361156343824, 1169.0405631114295, 25.35755652440273
2015.2914550298492, 1160.4933360602656, 25.35915652440273
2015.5468107579145, 1156.7523264137444, 25.36075652440273
2015.802182818577, 1155.2883048709825, 25.36235652440273
2016.0575712118375, 1153.8685959709585, 25.36395652440273
2016.3129759376957, 1151.80294508641, 25.36555652440273
2016.5683969961517, 1145.2940996011866, 25.36715652440273
2016.8238343872056, 1135.8964106759388, 25.36875652440273
2017.0792881108575, 1122.82077240345, 25.37035652440273
2017.334758167107, 1108.778777652794, 25.37195652440273
2017.5902445559543, 1095.5412278010706, 25.37355652440273
2017.8457472774, 1083.230834782016, 25.37515652440273
2018.1012663314434, 1075.276715410574, 25.37675652440273
2018.356801718084, 1068.9383031666498, 25.37835652440273
2018.612353437323, 1062.8862187681088, 25.37995652440273
2018.8679214891592, 1057.2278351569694, 25.38155652440273
2019.123505873594, 1051.0257695060845, 25.38315652440273
2019.3791065906262, 1045.9570849098411, 25.38475652440273
2019.6347236402562, 1042.0115553737603, 25.38635652440273
2019.8903570224843, 1039.918635170604, 25.38795652440273
2020.14600673731, 1042.9097385554082, 25.389556524402728
2020.4016727847338, 1048.6260694685895, 25.391156524402728
2020.6573551647552, 1055.5984933701475, 25.392756524402728
2020.9130538773748, 1060.2632511845115, 25.394356524402728
2021.1687689225919, 1065.882435150152, 25.395956524402727
2021.4245003004066, 1069.168388042404, 25.397556524402727
2021.6802480108195, 1067.6583495244915, 25.399156524402727
2021.9360120538304, 1062.7566895047214, 25.400756524402727
2022.191792429439, 1056.8443603640458, 25.402356524402727
2022.4475891376449, 1050.8178409516997, 25.403956524402727
2022.703402178449, 1046.838224767359, 25.405556524402726
2022.959231551851, 1042.5876197293524, 25.407156524402726
2023.215077257851, 1038.8449057504179, 25.408756524402726
2023.4709392964485, 1032.1008623922012, 25.410356524402726
2023.7268176676441, 1025.6039472338687, 25.411956524402726
2023.9827123714379, 1023.0269966254223, 25.413556524402726
2024.2386234078288, 1020.5659406210592, 25.415156524402725
2024.4945507768177, 1021.7214779970691, 25.416756524402725
2024.7504944784048, 1026.06582131779, 25.418356524402725
2025.0064545125895, 1031.0765586119921, 25.419956524402725
2025.2624308793715, 1033.055288543478, 25.421556524402725
2025.518423578752, 1036.424753723967, 25.423156524402724
2025.7744326107304, 1040.6480894433655, 25.424756524402724
2026.0304579753065, 1042.6029587210692, 25.426356524402724
2026.2864996724802, 1039.9390871595601, 25.427956524402724
2026.542557702252, 1036.1622865323657, 25.429556524402724
2026.7986320646214, 1029.2818965811095, 25.431156524402724
2027.0547227595885, 1025.1727511333813, 25.432756524402723
2027.310829787154, 1021.5254797695748, 25.434356524402723
2027.5669531473172, 1019.3115519650956, 25.435956524402723
2027.823092840078, 1017.5935848927979, 25.437556524402723
2028.079248865437, 1015.4495347172517, 25.439156524402723
2028.335421223393, 1014.9672086443744, 25.440756524402723
2028.5916099139474, 1019.3660906023117, 25.442356524402722
2028.8478149370997, 1022.4560452670692, 25.443956524402722
2029.1040362928495, 1028.358148413267, 25.445556524402722
2029.360273981198, 1033.3501380509258, 25.447156524402722
2029.6165280021435, 1036.5338309983981, 25.44875652440272
2029.872798355687, 1036.1264955516924, 25.45035652440272
2030.1290850418284, 1034.618161366193, 25.45195652440272
2030.3853880605677, 1036.828680505846, 25.45355652440272
2030.6417074119042, 1039.0391996454991, 25.45515652440272
2030.8980430958393, 1037.3502062242223, 25.45675652440272
2031.1543951123722, 1037.8529842860555, 25.45835652440272
2031.4107634615025, 1035.6305348195115, 25.45995652440272
2031.6671481432309, 1031.8656645192082, 25.46155652440272
2031.9235491575569, 1028.3786004022227, 25.46315652440272
2032.1799665044814, 1028.3274704298328, 25.46475652440272
2032.436400184003, 1029.104646010158, 25.46635652440272
2032.692850196123, 1031.6543272999968, 25.46795652440272
2032.9493165408408, 1035.782220404268, 25.46955652440272
2033.2057992181558, 1040.7673927122748, 25.47115652440272
2033.4622982280694, 1044.3942120871257, 25.47275652440272
2033.71881357058, 1046.6268875481478, 25.47435652440272
2033.9753452456894, 1049.2225858131374, 25.47595652440272
2034.2318932533958, 1055.9154991989642, 25.47755652440272
2034.4884575937, 1057.0216109349972, 25.47915652440272
2034.7450382666027, 1057.5192759995912, 25.480756524402718
2035.001635272103, 1051.8489620615608, 25.482356524402718
2035.2582486102012, 1049.0129529263388, 25.483956524402718
2035.5148782808967, 1047.136482939633, 25.485556524402718
2035.7715242841907, 1047.5506357159904, 25.487156524402717
2036.0281866200824, 1049.4646010157824, 25.488756524402717
2036.2848652885716, 1056.3552169615168, 25.490356524402717
2036.541560289659, 1058.231686948223, 25.491956524402717
2036.798271623344, 1057.9896717455777, 25.493556524402717
2037.0549992896272, 1054.7838224767358, 25.495156524402717
2037.3117432885074, 1053.6112417765964, 25.496756524402716
2037.5685036199861, 1049.5242526502373, 25.498356524402716
2037.8252802840625, 1043.6408971605822, 25.499956524402716
2038.082073280737, 1037.7677676654057, 25.501556524402716
2038.338882610009, 1033.7029348604156, 25.503156524402716
