m/z,Intensity,Time
2000.0000000000002, 1496.8256127075022, 25.265665863552588
2000.2541497780915, 1494.0816375225822, 25.267265863552588
2000.5083159286246, 1495.353069502676, 25.268865863552588
2000.7624984515996, 1498.502675801888, 25.270465863552587
2001.0166973470164, 1502.8947404301734, 25.272065863552587
2001.2709126148752, 1509.2876913113134, 25.273665863552587
2001.5251442551757, 1511.9242935542147, 25.275265863552587
2001.7793922679184, 1509.3916555885055, 25.276865863552587
2002.0336566531028, 1509.1206667348397, 25.278465863552587
2002.287937410729, 1509.2757609844225, 25.280065863552586
2002.5422345407974, 1509.5791321539352, 25.281665863552586
2002.7965480433072, 1505.2688754814742, 25.283265863552586
2003.0508779182594, 1498.5555101066911, 25.284865863552586
2003.3052241656528, 1495.591676040495, 25.286465863552586
2003.5595867854888, 1491.973378327709, 25.288065863552585
2003.813965777766, 1488.1778300439717, 25.289665863552585
2004.0683611424859, 1489.4816443399122, 25.291265863552585
2004.3227728796471, 1493.161298019566, 25.292865863552585
2004.5772009892503, 1490.006578723114, 25.294465863552585
2004.8316454712954, 1486.458158639261, 25.296065863552585
2005.0861063257823, 1483.0750587994683, 25.297665863552584
2005.3405835527112, 1485.1560486757337, 25.299265863552584
2005.5950771520818, 1484.9276681323927, 25.300865863552584
2005.8495871238945, 1481.367317721648, 25.302465863552584
2006.1041134681489, 1476.815045846542, 25.304065863552584
2006.3586561848454, 1472.8081603435935, 25.305665863552584
2006.613215273984, 1465.574973582848, 25.307265863552583
2006.8677907355634, 1461.608992057811, 25.308865863552583
2007.122382569586, 1459.0439717762551, 25.310465863552583
2007.3769907760493, 1460.5165149810819, 25.312065863552583
2007.6316153549553, 1462.577052868391, 25.313665863552583
2007.8862563063028, 1466.0947949688104, 25.315265863552582
2008.1409136300927, 1468.460408358046, 25.316865863552582
2008.395587326324, 1469.834100282919, 25.318465863552582
2008.6502773949971, 1470.9146470327573, 25.320065863552582
2008.9049838361127, 1470.6129801956574, 25.32166586355258
2009.1597066496697, 1464.630773426049, 25.32326586355258
2009.4144458356686, 1457.8765040733542, 25.32486586355258
2009.6692013941095, 1450.9892967924463, 25.32646586355258
2009.9239733249922, 1446.1421754098917, 25.32806586355258
2010.1787616283164, 1440.1054300030676, 25.32966586355258
2010.433566304083, 1437.0921702968944, 25.33126586355258
2010.6883873522918, 1436.6575655315812, 25.33286586355258
2010.9432247729417, 1438.42154957903, 25.33446586355258
2011.198078566034, 1440.3781231891467, 25.33606586355258
2011.4529487315676, 1447.0591062480826, 25.33766586355258
2011.7078352695437, 1458.493472406858, 25.33926586355258
2011.9627381799612, 1472.5746668030133, 25.34086586355258
2012.217657462821, 1484.1027712445034, 25.34246586355258
2012.472593118122, 1489.8242151549239, 25.34406586355258
2012.7275451458656, 1485.0435627364761, 25.34566586355258
2012.9825135460512, 1468.9069434502508, 25.34726586355258
2013.2374983186783, 1450.4694754064833, 25.34886586355258
2013.4924994637472, 1436.2451170876368, 25.35046586355258
2013.747516981258, 1428.5398302484916, 25.35206586355258
2014.0025508712108, 1426.4435013805094, 25.35366586355258
2014.2576011336055, 1429.2590585267753, 25.355265863552578
2014.512667768442, 1439.3146197634387, 25.356865863552578
2014.7677507757205, 1448.2657735964826, 25.358465863552578
2015.022850155441, 1452.3271977366464, 25.360065863552578
2015.2779659076032, 1453.884957562123, 25.361665863552577
2015.533098032207, 1450.6347956505438, 25.363265863552577
2015.788246529253, 1442.3415141289158, 25.364865863552577
2016.0434113987405, 1433.504550567543, 25.366465863552577
2016.2985926406704, 1424.7357603026899, 25.368065863552577
2016.5537902550418, 1420.7288747997413, 25.369665863552576
2016.8090042418555, 1416.057299655725, 25.371265863552576
2017.0642346011111, 1414.8421106452604, 25.372865863552576
2017.3194813328082, 1415.0091352217337, 25.374465863552576
2017.5747444369472, 1413.8825714967445, 25.376065863552576
2017.830023913528, 1417.3406619627092, 25.377665863552576
2018.0853197625513, 1423.3774073695333, 25.379265863552575
2018.340631984016, 1428.9982956675865, 25.380865863552575
2018.5959605779226, 1434.6328186249443, 25.382465863552575
2018.8513055442706, 1438.9123973139717, 25.384065863552575
2019.1066668830615, 1442.641476633603, 25.385665863552575
2019.3620445942938, 1445.3240958516549, 25.387265863552575
2019.6174386779676, 1444.224801445274, 25.388865863552574
2019.8728491340842, 1439.8531888059445, 25.390465863552574
2020.1282759626417, 1431.0332685687013, 25.392065863552574
2020.3837191636417, 1422.4809285202982, 25.393665863552574
2020.639178737083, 1416.3896444762586, 25.395265863552574
2020.8946546829668, 1410.6886525547943, 25.396865863552573
2021.150147001292, 1404.4831782390838, 25.398465863552573
2021.4056556920596, 1405.347274772472, 25.400065863552573
2021.6611807552686, 1405.4904386951634, 25.401665863552573
2021.91672219092, 1403.5151174285033, 25.403265863552573
2022.1722799990127, 1401.6267171149066, 25.404865863552573
2022.4278541795475, 1400.7575075842797, 25.406465863552572
2022.683444732524, 1399.4144936428404, 25.408065863552572
2022.9390516579426, 1397.1340968742543, 25.409665863552572
2023.194674955803, 1393.026655758939, 25.411265863552572
2023.4503146261054, 1395.518389746736, 25.41286586355257
2023.7059706688497, 1400.8989671745576, 25.41446586355257
2023.9616430840363, 1406.3085182534, 25.41606586355257
2024.2173318716639, 1408.9553464907797, 25.41766586355257
2024.4730370317338, 1410.0069195895965, 25.41926586355257
2024.7287585642457, 1405.9369737873674, 25.42086586355257
2024.9844964691995, 1397.7919691856696, 25.42246586355257
2025.2402507465947, 1385.4048812080305, 25.42406586355257
2025.4960213964323, 1378.1921464362408, 25.42566586355257
2025.7518084187118, 1374.756212291645, 25.42726586355257
2026.0076118134327, 1372.5559191464704, 25.42886586355257
2026.2634315805956, 1370.8004567610865, 25.43046586355257
2026.5192677202008, 1370.715240140437, 25.43206586355257
